u_id,c_ref,qty,ts,loc
U_0053640,CON_005197,2.14,2024-09-14 17:29:12,UK
U_0053641,CON_004694,36.63,2024-10-04 13:00:28,??
U_0053642,CON_002373,7.93,2024-10-23 18:45:17,??
U_0053643,CON_002281,13.69,2024-08-24 11:16:50,US
U_0053644,CON_003720,3.81,2024-12-17 10:51:25,US
U_0053645,CON_005470,14.85,2024-03-22 18:39:36,UK
U_0053646,CON_002475,10.25,2024-03-22 15:32:57,DE
U_0053647,CON_004390,3.45,2024-11-15 20:39:59,ES
U_0053648,CON_002489,10.12,2024-02-11 01:15:11,UK
U_0053649,CON_004303,20.79,2024-11-21 15:40:48,FR
U_0053650,CON_002909,1.92,2024-02-21 18:28:23,??
U_0053651,CON_005447,6.35,2024-08-25 22:31:46,US
U_0053652,CON_003237,27.21,2024-09-08 06:49:09,DE
U_0053653,CON_005074,13.78,2024-08-30 01:24:30,??
U_0053654,CON_002543,7.75,2024-11-26 08:02:25,ES
U_0053655,CON_002468,0.58,2024-04-05 13:53:25,FR
U_0053656,CON_002692,4.17,2024-02-16 21:10:22,FR
U_0053657,CON_000659,8.42,2024-12-11 14:22:47,US
U_0053658,CON_002151,4.22,2024-11-01 14:51:06,US
U_0053659,CON_001451,46.7,2024-10-13 09:42:17,??
U_0053660,CON_000968,11.2,2024-05-18 02:35:49,US
U_0053661,CON_005156,1.66,2024-03-10 05:58:11,ES
U_0053662,CON_003015,5.39,2024-04-05 00:35:43,DE
U_0053663,CON_003797,3.88,2024-12-24 23:25:40,US
U_0053664,CON_001151,7.21,2024-10-20 04:22:25,DE
U_0053665,CON_005085,4.73,2024-12-04 00:49:46,ES
U_0053666,CON_004804,2.17,2024-01-04 11:11:55,DE
U_0053667,CON_000763,10.31,2024-09-12 21:57:29,ES
U_0053668,CON_002104,0.9,2024-01-09 09:25:26,FR
U_0053669,CON_001086,6.08,2024-05-10 18:56:03,ES
U_0053670,CON_003109,2.97,2024-12-19 09:15:15,??
U_0053671,CON_000455,27.18,2024-02-02 13:41:21,DE
U_0053672,CON_003930,2.89,2024-06-13 21:46:01,DE
U_0053673,CON_000527,3.34,2024-11-02 13:09:11,US
U_0053674,CON_001798,9.82,2024-06-08 08:40:40,FR
U_0053675,CON_001663,1.1,2024-09-02 21:32:43,UK
U_0053676,CON_004746,3.14,2024-05-17 12:02:45,ES
U_0053677,CON_000699,9.52,2024-02-25 22:49:30,UK
U_0053678,CON_002211,0.25,2024-11-13 10:24:20,??
U_0053679,CON_001920,2.98,2024-03-22 00:16:33,ES
U_0053680,CON_004384,0.07,2024-12-26 21:44:17,??
U_0053681,CON_001063,1.3,2024-04-25 00:20:03,??
U_0053682,CON_003611,7.41,2024-11-09 18:19:00,ES
U_0053683,CON_003304,4.88,2024-03-31 12:05:38,FR
U_0053684,CON_002308,1.36,2024-01-27 07:55:26,US
U_0053685,CON_005433,0.65,2024-08-09 09:03:19,FR
U_0053686,CON_003249,0.46,2024-04-16 22:24:32,UK
U_0053687,CON_000945,0.71,2024-05-26 11:00:07,UK
U_0053688,CON_001084,0.81,2024-05-11 21:48:28,ES
U_0053689,CON_001734,0.72,2024-10-15 10:29:01,US
U_0053690,CON_004925,0.45,2024-06-25 18:22:13,DE
U_0053691,CON_002881,9.55,2024-04-23 10:35:18,DE
U_0053692,CON_002643,22.68,2024-12-15 19:25:51,US
U_0053693,CON_002163,15.5,2024-08-29 08:35:01,??
U_0053694,CON_003006,2.47,2024-08-26 20:37:35,ES
U_0053695,CON_005223,1.83,2024-11-18 08:47:38,??
U_0053696,CON_001207,0.39,2024-10-03 20:33:21,DE
U_0053697,CON_002745,1.36,2024-07-19 19:00:22,??
U_0053698,CON_004679,6.71,2024-01-27 06:32:41,??
U_0053699,CON_000916,50.23,2024-06-11 21:36:25,ES
U_0053700,CON_001704,15.67,2024-11-14 00:55:46,??
U_0053701,CON_003617,5.79,2024-04-23 01:49:50,FR
U_0053702,CON_001416,4.41,2024-09-23 04:28:49,UK
U_0053703,CON_000086,1.28,2024-07-16 08:07:43,US
U_0053704,CON_003386,4.34,2024-04-28 01:16:50,FR
U_0053705,CON_003839,7.23,2024-11-17 02:32:59,DE
U_0053706,CON_003616,7.24,2024-11-18 22:05:02,??
U_0053707,CON_005231,6.52,2024-11-18 21:22:59,FR
U_0053708,CON_005466,13.9,2024-06-02 10:31:39,FR
U_0053709,CON_001784,5.71,2024-12-26 19:32:17,DE
U_0053710,CON_000494,5.12,2024-03-13 09:41:25,FR
U_0053711,CON_005081,2.92,2024-04-14 11:55:24,US
U_0053712,CON_003776,1.59,2024-10-16 05:34:05,DE
U_0053713,CON_004601,0.01,2024-12-10 11:53:39,DE
U_0053714,CON_000217,3.11,2024-03-26 07:55:08,ES
U_0053715,CON_001976,8.02,2024-09-29 16:42:23,??
U_0053716,CON_005010,6.55,2024-11-08 02:33:37,DE
U_0053717,CON_005013,6.05,2024-02-16 01:53:32,??
U_0053718,CON_001752,11.84,2024-04-24 05:17:15,DE
U_0053719,CON_002092,2.12,2024-12-07 21:13:44,UK
U_0053720,CON_003280,9.08,2024-03-18 12:12:24,ES
U_0053721,CON_004582,7.47,2024-05-08 18:44:06,US
U_0053722,CON_003237,3.31,2024-06-17 21:54:30,FR
U_0053723,CON_001319,1.97,2024-01-06 11:33:49,UK
U_0053724,CON_000417,6.62,2024-04-03 06:14:03,??
U_0053725,CON_003923,23.22,2024-04-07 21:57:24,ES
U_0053726,CON_002816,0.64,2024-01-30 02:12:49,DE
U_0053727,CON_001738,24.46,2024-01-28 03:00:20,DE
U_0053728,CON_004614,5.0,2024-12-15 23:20:13,ES
U_0053729,CON_000949,9.9,2024-04-16 10:19:02,ES
U_0053730,CON_004911,13.0,2024-06-15 20:46:09,UK
U_0053731,CON_000715,1.31,2024-03-11 14:10:58,UK
U_0053732,CON_005401,0.37,2024-05-16 21:48:16,UK
U_0053733,CON_005248,1.1,2024-12-05 08:57:51,ES
U_0053734,CON_004770,3.34,2024-12-09 20:44:41,ES
U_0053735,CON_001559,25.09,2024-08-10 15:14:55,UK
U_0053736,CON_004498,0.35,2024-11-07 22:26:16,UK
U_0053737,CON_001296,20.19,2024-12-04 02:07:59,ES
U_0053738,CON_004236,6.59,2024-11-18 15:48:12,DE
U_0053739,CON_004624,0.86,2024-05-09 02:18:00,UK
U_0053740,CON_000687,1.33,2024-10-18 20:18:44,UK
U_0053741,CON_004179,9.35,2024-04-18 05:31:14,ES
U_0053742,CON_001727,7.5,2024-02-09 13:19:02,US
U_0053743,CON_002626,1.47,2024-02-27 18:25:44,US
U_0053744,CON_000108,18.77,2024-11-01 22:52:24,UK
U_0053745,CON_003625,1.14,2024-07-13 14:53:18,??
U_0053746,CON_001936,5.73,2024-01-11 08:43:53,FR
U_0053747,CON_005099,6.01,2024-09-19 00:59:17,US
U_0053748,CON_004099,16.35,2024-08-22 02:11:40,??
U_0053749,CON_002486,0.18,2024-04-17 02:52:58,UK
U_0053750,CON_004360,1.17,2024-11-05 01:16:28,FR
U_0053751,CON_005232,1.5,2024-08-25 13:48:21,ES
U_0053752,CON_002637,0.52,2024-03-17 09:10:33,??
U_0053753,CON_002784,7.99,2024-01-04 01:23:23,FR
U_0053754,CON_000090,2.09,2024-05-11 23:22:24,UK
U_0053755,CON_002976,6.88,2024-09-19 12:35:35,US
U_0053756,CON_000302,12.21,2024-10-19 10:23:44,??
U_0053757,CON_003205,4.2,2024-05-04 02:28:25,US
U_0053758,CON_004174,11.72,2024-03-23 10:54:19,ES
U_0053759,CON_000975,12.04,2024-04-17 07:44:34,US
U_0053760,CON_002833,2.45,2024-01-24 17:44:18,??
U_0053761,CON_000770,0.13,2024-09-09 08:33:11,DE
U_0053762,CON_000710,0.87,2024-01-12 15:41:25,US
U_0053763,CON_002172,13.88,2024-08-18 08:47:35,??
U_0053764,CON_003396,4.16,2024-04-28 14:04:06,FR
U_0053765,CON_001091,14.62,2024-06-09 00:54:04,US
U_0053766,CON_003774,6.34,2024-06-25 06:41:33,??
U_0053767,CON_004115,1.76,2024-04-20 21:14:21,FR
U_0053768,CON_002734,9.96,2024-07-23 05:34:17,DE
U_0053769,CON_003239,6.53,2024-01-07 03:43:15,ES
U_0053770,CON_005199,3.47,2024-12-27 08:27:17,??
U_0053771,CON_003334,0.73,2024-04-16 15:40:12,DE
U_0053772,CON_001320,0.86,2024-02-11 07:25:31,??
U_0053773,CON_000585,1.67,2024-02-04 06:43:54,UK
U_0053774,CON_003846,8.94,2024-04-27 15:43:54,FR
U_0053775,CON_003217,10.41,2024-05-03 16:19:23,ES
U_0053776,CON_001328,7.97,2024-06-26 08:41:32,DE
U_0053777,CON_003786,3.29,2024-05-22 23:44:43,ES
U_0053778,CON_001452,4.65,2024-11-11 07:13:01,UK
U_0053779,CON_002538,9.89,2024-03-23 12:41:54,UK
U_0053780,CON_001885,8.63,2024-03-27 03:32:53,DE
U_0053781,CON_004141,11.86,2024-08-18 01:53:10,FR
U_0053782,CON_001009,2.21,2024-05-08 04:16:13,DE
U_0053783,CON_002499,0.04,2024-09-18 09:51:49,US
U_0053784,CON_002205,2.48,2024-01-26 03:36:43,UK
U_0053785,CON_002971,3.42,2024-05-18 18:20:09,ES
U_0053786,CON_003355,25.85,2024-09-05 21:45:54,??
U_0053787,CON_002875,1.96,2024-06-25 17:07:18,ES
U_0053788,CON_000683,14.01,2024-04-14 18:27:48,UK
U_0053789,CON_002200,7.79,2024-10-27 10:25:51,ES
U_0053790,CON_004856,1.47,2024-06-15 03:24:20,FR
U_0053791,CON_004936,4.13,2024-01-07 10:34:08,DE
U_0053792,CON_003706,5.71,2024-06-10 11:40:00,??
U_0053793,CON_002810,3.37,2024-11-16 10:59:16,DE
U_0053794,CON_001668,2.05,2024-06-29 04:51:33,US
U_0053795,CON_005327,2.33,2024-12-10 09:31:18,US
U_0053796,CON_000287,7.04,2024-07-14 01:07:16,ES
U_0053797,CON_000571,9.32,2024-01-11 00:38:50,ES
U_0053798,CON_002426,5.06,2024-11-26 14:58:12,UK
U_0053799,CON_002127,22.74,2024-07-29 08:31:33,??
U_0053800,CON_003154,10.43,2024-03-15 01:53:44,??
U_0053801,CON_001741,17.79,2024-02-06 05:09:40,??
U_0053802,CON_002000,5.16,2024-03-12 20:57:13,US
U_0053803,CON_004458,0.12,2024-04-09 15:43:14,??
U_0053804,CON_002144,7.17,2024-06-17 16:15:24,??
U_0053805,CON_002634,13.64,2024-12-26 10:42:46,US
U_0053806,CON_002657,6.15,2024-11-18 10:50:50,FR
U_0053807,CON_002326,6.71,2024-09-11 06:25:28,??
U_0053808,CON_002734,29.5,2024-05-18 20:04:35,??
U_0053809,CON_000028,3.65,2024-03-17 20:13:08,DE
U_0053810,CON_000732,12.95,2024-10-14 01:53:04,ES
U_0053811,CON_001025,5.63,2024-01-02 07:29:43,UK
U_0053812,CON_005370,4.98,2024-07-08 00:20:02,US
U_0053813,CON_001166,1.26,2024-10-07 03:46:26,UK
U_0053814,CON_001146,11.04,2024-11-02 08:07:26,US
U_0053815,CON_000602,13.87,2024-02-29 18:50:07,FR
U_0053816,CON_005056,4.51,2024-10-14 18:48:05,US
U_0053817,CON_004270,11.54,2024-11-16 01:25:59,ES
U_0053818,CON_005301,6.96,2024-03-08 20:25:08,??
U_0053819,CON_004119,2.38,2024-08-15 18:30:33,ES
U_0053820,CON_002433,20.59,2024-10-19 11:22:11,FR
U_0053821,CON_004587,9.55,2024-08-09 15:22:24,DE
U_0053822,CON_000821,16.85,2024-12-08 04:08:38,??
U_0053823,CON_001676,2.64,2024-05-20 21:29:45,UK
U_0053824,CON_000647,19.85,2024-05-10 08:05:26,??
U_0053825,CON_001050,3.63,2024-02-26 18:16:46,FR
U_0053826,CON_000440,0.08,2024-01-27 16:34:17,ES
U_0053827,CON_002932,0.62,2024-05-02 00:58:52,DE
U_0053828,CON_004970,0.75,2024-06-22 05:04:56,??
U_0053829,CON_002008,1.86,2024-03-07 16:34:55,FR
U_0053830,CON_000459,1.65,2024-12-21 21:41:17,FR
U_0053831,CON_004536,0.48,2024-10-02 12:42:32,ES
U_0053832,CON_004702,18.06,2024-03-31 12:40:04,US
U_0053833,CON_004264,14.1,2024-02-08 09:44:30,US
U_0053834,CON_005060,11.51,2024-04-10 10:36:07,DE
U_0053835,CON_001919,5.22,2024-08-04 16:45:28,FR
U_0053836,CON_000195,4.43,2024-08-01 18:53:43,??
U_0053837,CON_004636,4.43,2024-08-13 11:54:40,DE
U_0053838,CON_001246,2.43,2024-06-21 01:01:45,FR
U_0053839,CON_005356,7.5,2024-09-01 17:15:25,DE
U_0053840,CON_001519,0.49,2024-05-10 23:14:16,ES
U_0053841,CON_001242,8.6,2024-05-21 18:50:02,FR
U_0053842,CON_000325,5.77,2024-11-29 07:43:15,US
U_0053843,CON_001352,13.57,2024-05-22 04:45:54,ES
U_0053844,CON_002530,28.82,2024-08-09 02:56:07,ES
U_0053845,CON_000566,16.74,2024-06-10 04:51:36,DE
U_0053846,CON_004095,10.18,2024-07-15 14:23:02,FR
U_0053847,CON_003496,4.54,2024-04-11 04:53:02,US
U_0053848,CON_003339,1.93,2024-02-15 17:30:23,??
U_0053849,CON_004851,8.75,2024-03-14 08:16:19,US
U_0053850,CON_003594,1.8,2024-08-03 04:09:41,FR
U_0053851,CON_000374,0.16,2024-08-08 12:59:11,DE
U_0053852,CON_003309,6.81,2024-10-05 16:54:24,FR
U_0053853,CON_004346,4.01,2024-02-20 10:16:37,UK
U_0053854,CON_001650,16.7,2024-11-27 11:12:52,US
U_0053855,CON_004486,8.3,2024-07-23 12:06:44,FR
U_0053856,CON_001302,8.34,2024-07-31 10:04:18,US
U_0053857,CON_004528,12.41,2024-08-03 21:21:28,UK
U_0053858,CON_001349,3.27,2024-06-29 18:35:09,UK
U_0053859,CON_003098,25.39,2024-05-10 08:00:08,FR
U_0053860,CON_003349,2.0,2024-05-29 12:51:37,UK
U_0053861,CON_003674,16.43,2024-12-16 03:36:46,US
U_0053862,CON_002372,19.34,2024-08-17 21:57:30,DE
U_0053863,CON_000495,0.32,2024-09-30 22:56:02,ES
U_0053864,CON_000151,7.99,2024-08-25 18:10:45,ES
U_0053865,CON_005458,11.07,2024-08-24 23:27:34,ES
U_0053866,CON_000059,24.6,2024-01-06 17:07:50,??
U_0053867,CON_004902,2.32,2024-12-17 11:10:29,ES
U_0053868,CON_005434,6.6,2024-08-03 09:36:58,FR
U_0053869,CON_003940,11.87,2024-10-13 11:15:37,DE
U_0053870,CON_003996,1.28,2024-10-23 17:45:03,UK
U_0053871,CON_001814,15.34,2024-12-20 12:40:06,UK
U_0053872,CON_002685,4.14,2024-05-01 17:49:56,FR
U_0053873,CON_002406,8.17,2024-10-27 07:14:29,DE
U_0053874,CON_004755,0.34,2024-11-04 11:13:04,DE
U_0053875,CON_005396,2.02,2024-10-02 06:49:54,US
U_0053876,CON_003355,5.2,2024-06-01 09:15:18,UK
U_0053877,CON_001518,2.73,2024-08-21 22:51:21,DE
U_0053878,CON_002993,25.33,2024-11-19 23:51:59,DE
U_0053879,CON_005454,12.68,2024-12-05 19:48:43,UK
U_0053880,CON_004897,16.01,2024-12-09 04:46:51,??
U_0053881,CON_002868,5.02,2024-02-19 12:27:05,US
U_0053882,CON_004844,5.13,2024-01-20 15:58:27,UK
U_0053883,CON_000150,13.09,2024-02-29 16:06:25,DE
U_0053884,CON_000945,3.92,2024-07-25 18:13:27,UK
U_0053885,CON_001157,5.24,2024-09-04 18:22:31,DE
U_0053886,CON_000744,6.02,2024-10-23 17:10:59,DE
U_0053887,CON_001781,7.47,2024-03-16 10:53:18,ES
U_0053888,CON_002984,8.4,2024-05-13 03:24:40,??
U_0053889,CON_002724,9.13,2024-02-21 21:14:37,??
U_0053890,CON_001548,4.7,2024-10-24 05:55:18,FR
U_0053891,CON_000425,2.8,2024-07-16 05:08:36,ES
U_0053892,CON_000969,20.22,2024-06-23 22:49:59,FR
U_0053893,CON_001326,14.02,2024-05-26 10:06:07,ES
U_0053894,CON_002770,0.03,2024-11-12 17:09:20,UK
U_0053895,CON_001817,5.75,2024-09-15 17:20:32,DE
U_0053896,CON_002069,2.57,2024-07-05 17:00:50,FR
U_0053897,CON_001627,8.23,2024-10-28 10:03:12,ES
U_0053898,CON_003537,5.59,2024-05-07 17:24:38,??
U_0053899,CON_002118,0.17,2024-05-28 00:03:49,US
U_0053900,CON_003186,10.41,2024-06-16 23:28:31,FR
U_0053901,CON_003519,2.58,2024-07-02 07:45:05,US
U_0053902,CON_004764,2.41,2024-03-25 03:42:17,??
U_0053903,CON_001824,0.26,2024-09-08 17:04:03,DE
U_0053904,CON_003810,14.1,2024-02-09 06:40:54,DE
U_0053905,CON_000505,6.92,2024-05-23 15:19:56,??
U_0053906,CON_003492,5.31,2024-09-02 01:03:48,DE
U_0053907,CON_003896,9.01,2024-11-09 02:32:24,DE
U_0053908,CON_005200,3.39,2024-07-29 23:51:35,US
U_0053909,CON_002690,6.74,2024-10-09 03:39:09,ES
U_0053910,CON_003561,2.29,2024-04-14 08:28:38,US
U_0053911,CON_002445,0.52,2024-02-18 10:58:10,??
U_0053912,CON_002380,6.59,2024-06-30 00:12:33,FR
U_0053913,CON_000188,2.0,2024-02-08 17:06:49,DE
U_0053914,CON_001725,11.09,2024-11-24 05:19:34,US
U_0053915,CON_005160,4.81,2024-04-16 12:19:49,??
U_0053916,CON_000708,2.31,2024-11-05 19:53:52,??
U_0053917,CON_002195,7.5,2024-06-29 11:12:41,US
U_0053918,CON_004220,0.99,2024-08-26 12:38:02,US
U_0053919,CON_001438,11.46,2024-11-11 06:32:56,??
U_0053920,CON_001504,4.81,2024-05-28 01:04:47,DE
U_0053921,CON_000980,13.4,2024-08-04 09:23:46,DE
U_0053922,CON_000607,1.19,2024-05-04 13:20:07,FR
U_0053923,CON_005076,3.86,2024-02-01 09:34:57,UK
U_0053924,CON_002133,1.59,2024-08-20 04:18:56,FR
U_0053925,CON_002708,0.51,2024-12-09 19:54:24,ES
U_0053926,CON_004046,24.87,2024-10-11 04:59:15,DE
U_0053927,CON_001480,10.38,2024-10-03 07:09:10,US
U_0053928,CON_000155,3.15,2024-08-19 10:03:26,UK
U_0053929,CON_002843,2.26,2024-01-04 00:47:18,DE
U_0053930,CON_003072,1.83,2024-06-29 21:53:14,US
U_0053931,CON_002624,0.35,2024-06-03 11:11:07,??
U_0053932,CON_001861,0.87,2024-10-03 07:07:19,ES
U_0053933,CON_001334,0.87,2024-05-20 03:06:48,DE
U_0053934,CON_000826,8.78,2024-02-16 13:30:03,UK
U_0053935,CON_003250,7.23,2024-05-25 09:42:34,DE
U_0053936,CON_005316,6.72,2024-12-13 16:27:26,UK
U_0053937,CON_004519,10.61,2024-02-25 02:09:18,UK
U_0053938,CON_002658,2.31,2024-01-10 22:37:21,??
U_0053939,CON_002882,3.35,2024-11-28 17:38:00,UK
U_0053940,CON_002599,1.08,2024-10-28 21:36:26,FR
U_0053941,CON_000007,7.09,2024-03-23 11:08:17,ES
U_0053942,CON_001263,21.61,2024-05-07 14:57:07,??
U_0053943,CON_003175,15.91,2024-01-13 15:07:08,DE
U_0053944,CON_004881,6.48,2024-07-16 03:49:47,DE
U_0053945,CON_002336,8.28,2024-03-26 16:26:44,??
U_0053946,CON_003010,38.94,2024-10-20 13:16:35,??
U_0053947,CON_000113,5.83,2024-06-02 02:29:58,UK
U_0053948,CON_002889,16.36,2024-07-23 06:00:14,US
U_0053949,CON_004284,5.56,2024-06-08 00:11:44,UK
U_0053950,CON_001709,0.39,2024-01-12 03:31:58,DE
U_0053951,CON_003210,21.83,2024-06-17 15:46:32,DE
U_0053952,CON_000441,0.95,2024-07-02 15:30:04,DE
U_0053953,CON_003790,9.74,2024-12-06 14:09:50,UK
U_0053954,CON_001303,2.17,2024-07-23 18:26:21,UK
U_0053955,CON_001219,18.5,2024-04-15 14:08:00,FR
U_0053956,CON_004592,1.79,2024-04-30 11:04:40,??
U_0053957,CON_004120,1.21,2024-08-16 06:43:36,??
U_0053958,CON_002310,4.62,2024-10-18 18:12:23,DE
U_0053959,CON_004737,5.49,2024-06-10 15:31:51,DE
U_0053960,CON_004724,13.67,2024-04-11 14:08:55,DE
U_0053961,CON_001633,11.5,2024-02-03 06:28:23,UK
U_0053962,CON_004752,3.18,2024-02-17 15:17:44,DE
U_0053963,CON_001228,3.89,2024-11-10 20:49:54,??
U_0053964,CON_004359,6.88,2024-04-02 11:08:20,UK
U_0053965,CON_005196,6.42,2024-05-22 10:45:25,ES
U_0053966,CON_004580,15.85,2024-09-13 02:16:02,FR
U_0053967,CON_003329,5.12,2024-12-06 10:26:47,ES
U_0053968,CON_003180,17.92,2024-10-27 06:19:34,US
U_0053969,CON_004141,1.84,2024-07-25 05:44:07,??
U_0053970,CON_004740,16.18,2024-09-01 15:08:17,ES
U_0053971,CON_004329,2.9,2024-09-03 14:47:39,FR
U_0053972,CON_000120,12.46,2024-11-06 19:51:02,??
U_0053973,CON_000803,6.67,2024-08-17 04:30:13,US
U_0053974,CON_000256,16.67,2024-03-06 02:18:38,??
U_0053975,CON_003277,2.1,2024-12-07 07:39:59,DE
U_0053976,CON_005181,9.67,2024-09-11 23:41:58,DE
U_0053977,CON_002790,15.12,2024-07-06 16:12:59,DE
U_0053978,CON_001475,11.99,2024-09-23 14:58:59,FR
U_0053979,CON_004344,6.68,2024-01-03 08:13:24,US
U_0053980,CON_002823,9.0,2024-01-09 10:32:55,US
U_0053981,CON_002336,1.75,2024-09-07 15:34:01,US
U_0053982,CON_002553,1.95,2024-05-27 15:17:31,??
U_0053983,CON_001603,2.49,2024-08-19 15:52:36,??
U_0053984,CON_000263,14.08,2024-08-05 03:13:14,DE
U_0053985,CON_002573,1.47,2024-10-30 09:48:49,UK
U_0053986,CON_001431,2.84,2024-02-28 08:41:16,ES
U_0053987,CON_005409,20.25,2024-02-03 14:28:08,UK
U_0053988,CON_001732,11.26,2024-08-20 22:45:36,UK
U_0053989,CON_003484,10.57,2024-03-01 12:34:36,FR
U_0053990,CON_000846,4.86,2024-08-23 18:38:53,ES
U_0053991,CON_002086,9.7,2024-01-23 16:44:47,UK
U_0053992,CON_000784,6.67,2024-02-29 00:47:06,UK
U_0053993,CON_003541,0.59,2024-04-20 17:32:23,DE
U_0053994,CON_001914,6.87,2024-05-03 04:50:03,UK
U_0053995,CON_005347,4.82,2024-01-12 19:20:43,UK
U_0053996,CON_003647,0.97,2024-06-19 17:48:32,??
U_0053997,CON_000147,3.38,2024-05-28 05:45:59,FR
U_0053998,CON_003773,18.01,2024-03-10 22:02:09,??
U_0053999,CON_005227,13.02,2024-04-23 06:44:28,DE
U_0054000,CON_001327,19.62,2024-07-25 10:08:53,DE
U_0054001,CON_004069,10.1,2024-06-05 19:23:09,??
U_0054002,CON_002136,8.01,2024-04-15 02:00:44,UK
U_0054003,CON_001142,1.2,2024-04-12 03:44:03,ES
U_0054004,CON_000240,0.91,2024-08-11 02:31:52,??
U_0054005,CON_000370,2.27,2024-10-24 14:15:55,US
U_0054006,CON_005397,3.02,2024-09-21 17:37:00,ES
U_0054007,CON_005221,7.47,2024-08-17 16:45:03,ES
U_0054008,CON_002864,16.78,2024-07-28 18:29:54,ES
U_0054009,CON_000434,17.71,2024-02-11 02:37:40,UK
U_0054010,CON_001501,9.17,2024-11-27 03:05:19,DE
U_0054011,CON_005324,6.82,2024-05-14 19:41:53,FR
U_0054012,CON_005084,2.24,2024-08-15 21:03:57,DE
U_0054013,CON_002407,22.24,2024-09-20 22:03:18,UK
U_0054014,CON_000039,8.9,2024-12-23 02:00:30,DE
U_0054015,CON_003626,6.1,2024-05-12 15:46:08,UK
U_0054016,CON_004671,0.88,2024-02-08 03:21:06,ES
U_0054017,CON_005028,13.98,2024-09-04 07:48:26,US
U_0054018,CON_001858,3.43,2024-11-26 03:00:52,DE
U_0054019,CON_004933,18.47,2024-06-26 14:03:04,US
U_0054020,CON_003628,1.48,2024-07-06 02:52:12,??
U_0054021,CON_003881,0.4,2024-04-14 16:48:16,US
U_0054022,CON_004596,4.56,2024-04-05 11:31:13,US
U_0054023,CON_004200,0.65,2024-04-20 20:15:43,UK
U_0054024,CON_000683,0.51,2024-01-21 01:56:44,FR
U_0054025,CON_000387,10.01,2024-02-25 02:08:56,DE
U_0054026,CON_002152,2.38,2024-01-31 19:49:12,ES
U_0054027,CON_004161,8.15,2024-08-26 02:36:32,US
U_0054028,CON_003027,6.77,2024-07-10 05:30:39,UK
U_0054029,CON_004799,1.21,2024-11-08 04:28:21,FR
U_0054030,CON_000822,3.9,2024-01-25 04:13:14,FR
U_0054031,CON_002852,0.55,2024-12-07 18:09:01,US
U_0054032,CON_004896,4.38,2024-03-06 21:53:31,UK
U_0054033,CON_000203,1.61,2024-01-07 22:34:23,DE
U_0054034,CON_002940,0.81,2024-06-10 03:07:44,FR
U_0054035,CON_002173,3.05,2024-12-22 11:26:30,??
U_0054036,CON_001399,0.03,2024-03-26 13:38:33,FR
U_0054037,CON_002425,11.34,2024-12-13 14:21:38,US
U_0054038,CON_004556,1.38,2024-04-13 22:44:54,UK
U_0054039,CON_003663,7.86,2024-07-19 19:06:03,UK
U_0054040,CON_004283,14.3,2024-03-19 22:09:43,UK
U_0054041,CON_002315,19.93,2024-03-06 14:51:36,UK
U_0054042,CON_005186,6.52,2024-03-27 13:30:07,??
U_0054043,CON_000361,12.42,2024-04-28 18:01:05,US
U_0054044,CON_002526,4.85,2024-12-01 06:49:25,US
U_0054045,CON_000859,5.39,2024-12-27 04:39:29,FR
U_0054046,CON_002518,6.33,2024-07-17 22:41:51,FR
U_0054047,CON_004092,8.87,2024-06-13 14:04:56,DE
U_0054048,CON_000856,8.87,2024-03-16 18:35:56,ES
U_0054049,CON_002133,12.31,2024-04-12 22:07:07,FR
U_0054050,CON_000052,7.68,2024-12-29 19:52:25,US
U_0054051,CON_004197,17.14,2024-02-03 12:13:05,DE
U_0054052,CON_004246,9.88,2024-05-22 00:50:34,FR
U_0054053,CON_003793,21.16,2024-10-28 06:38:13,DE
U_0054054,CON_003998,11.1,2024-12-25 23:56:58,??
U_0054055,CON_004722,10.74,2024-12-13 22:47:10,??
U_0054056,CON_002862,15.75,2024-03-04 05:08:14,US
U_0054057,CON_000636,8.53,2024-02-09 08:17:58,UK
U_0054058,CON_002649,1.58,2024-03-22 10:48:16,DE
U_0054059,CON_003282,0.69,2024-08-04 15:38:43,UK
U_0054060,CON_004997,3.04,2024-10-12 15:18:23,ES
U_0054061,CON_004824,13.47,2024-06-12 13:48:56,FR
U_0054062,CON_001316,0.18,2024-07-05 09:21:03,US
U_0054063,CON_001097,1.3,2024-09-04 12:24:48,DE
U_0054064,CON_004846,0.9,2024-05-01 05:10:04,UK
U_0054065,CON_000940,0.3,2024-02-06 19:31:33,??
U_0054066,CON_005291,13.3,2024-09-06 11:16:26,US
U_0054067,CON_001635,2.62,2024-06-19 21:18:45,DE
U_0054068,CON_003737,10.44,2024-11-29 02:46:41,UK
U_0054069,CON_005177,1.22,2024-02-14 05:46:27,ES
U_0054070,CON_004771,4.21,2024-04-08 13:25:36,UK
U_0054071,CON_000278,0.99,2024-04-27 20:53:41,??
U_0054072,CON_005150,0.02,2024-07-19 03:35:45,ES
U_0054073,CON_000517,7.6,2024-05-16 17:40:10,UK
U_0054074,CON_003261,5.25,2024-10-16 08:19:40,UK
U_0054075,CON_004544,4.31,2024-08-28 02:45:36,FR
U_0054076,CON_004289,0.66,2024-01-04 01:12:25,US
U_0054077,CON_002310,7.1,2024-11-01 07:32:02,ES
U_0054078,CON_000113,12.11,2024-06-29 16:50:35,US
U_0054079,CON_002525,0.56,2024-01-26 19:09:38,??
U_0054080,CON_003914,4.27,2024-04-04 20:39:17,FR
