con_id,cli_ref,p_type,val_mo,st,dt_start
CON_004319,C_04678,M2,32.34,0,2021-06-18
CON_004320,C_04099,M1,115.45,1,2022-05-13
CON_004321,C_00989,F2,38.51,1,2021-01-02
CON_004322,C_04276,F2,63.06,1,2020-11-30
CON_004323,C_04755,F2,27.05,1,2022-03-26
CON_004324,C_04303,M1,78.34,1,2022-11-25
CON_004325,C_02063,M2,54.42,1,2020-08-05
CON_004326,C_04067,F1,52.08,1,2022-08-10
CON_004327,C_00740,M2,101.83,1,2020-06-18
CON_004328,C_01951,F2,16.0,-1,2021-12-10
CON_004329,C_04914,M1,98.78,1,2020-07-26
CON_004330,C_01002,M1,75.0,-1,2022-04-08
CON_004331,C_02568,F2,118.54,1,2020-01-26
CON_004332,C_02698,M1,76.89,1,2020-11-25
CON_004333,C_04787,F2,20.81,1,2021-10-15
CON_004334,C_03195,M2,20.32,1,2020-09-20
CON_004335,C_01933,M1,107.73,1,2023-03-22
CON_004336,C_03465,F1,103.33,1,2022-11-04
CON_004337,C_01786,M1,51.32,1,2022-02-25
CON_004338,C_01182,F2,79.89,1,2022-07-20
CON_004339,C_00876,F1,66.41,-1,2020-01-24
CON_004340,C_01435,F2,116.55,0,2022-09-22
CON_004341,C_01754,M1,114.75,1,2022-04-02
CON_004342,C_02250,F1,118.3,1,2022-05-15
CON_004343,C_03601,F1,105.98,1,2020-04-21
CON_004344,C_03346,M1,110.5,1,2021-09-12
CON_004345,C_02084,F1,37.81,1,2022-05-20
CON_004346,C_04830,M2,102.26,1,2021-06-13
CON_004347,C_00459,F1,89.43,1,2020-08-25
CON_004348,C_04018,F1,116.09,1,2022-07-11
CON_004349,C_04371,M2,74.98,1,2022-10-25
CON_004350,C_03070,F2,23.94,1,2022-02-02
CON_004351,C_00926,F2,77.73,1,2022-08-27
CON_004352,C_02593,M2,87.09,0,2021-11-17
CON_004353,C_04471,F1,38.13,1,2022-12-31
CON_004354,C_03472,M1,56.38,1,2022-01-17
CON_004355,C_03891,M2,77.84,1,2020-08-16
CON_004356,C_02019,M1,54.28,1,2021-01-01
CON_004357,C_02276,F2,54.37,1,2022-05-18
CON_004358,C_01188,M2,28.97,0,2022-12-24
CON_004359,C_02974,M1,113.78,1,2022-02-24
CON_004360,C_03894,F1,93.8,1,2020-06-12
CON_004361,C_03013,M2,15.13,1,2020-11-03
CON_004362,C_02525,M1,95.39,1,2020-01-15
CON_004363,C_00173,M2,92.68,1,2021-11-21
CON_004364,C_04963,M2,16.02,1,2021-06-12
CON_004365,C_00286,F2,53.81,1,2021-02-08
CON_004366,C_00448,F2,78.71,1,2022-11-20
CON_004367,C_01964,F1,62.54,1,2022-07-20
CON_004368,C_02073,F2,96.69,1,2022-06-09
CON_004369,C_04528,F2,59.67,1,2020-04-09
CON_004370,C_03152,F2,31.16,-1,2022-08-09
CON_004371,C_02534,M1,117.52,1,2021-07-30
CON_004372,C_02973,M2,40.41,1,2020-03-22
CON_004373,C_01000,F2,90.36,1,2020-09-05
CON_004374,C_04382,M1,30.03,1,2022-09-29
CON_004375,C_01937,M2,49.55,1,2022-07-31
CON_004376,C_03625,F2,61.41,1,2022-01-21
CON_004377,C_03183,F2,35.18,1,2020-04-12
CON_004378,C_00065,M2,62.25,-1,2022-01-26
CON_004379,C_03220,M1,31.5,0,2021-05-31
CON_004380,C_02094,M1,73.7,1,2022-05-21
CON_004381,C_02465,F1,84.69,1,2021-11-22
CON_004382,C_00740,M2,21.56,1,2021-08-29
CON_004383,C_01929,F1,106.47,1,2020-02-18
CON_004384,C_02437,M1,34.44,1,2023-01-16
CON_004385,C_01724,F2,38.66,1,2021-07-01
CON_004386,C_01313,F1,84.44,1,2021-01-01
CON_004387,C_03596,M1,64.22,1,2021-08-23
CON_004388,C_02599,M1,67.44,1,2021-12-31
CON_004389,C_03329,F2,28.46,1,2022-05-04
CON_004390,C_00278,M2,99.6,1,2020-02-05
CON_004391,C_02245,M1,79.79,1,2022-07-03
CON_004392,C_00657,F1,29.22,1,2021-10-26
CON_004393,C_04028,F2,54.27,0,2021-09-01
CON_004394,C_03860,M2,100.09,1,2020-03-13
CON_004395,C_03383,M2,74.68,1,2020-08-16
CON_004396,C_02726,M2,26.41,1,2022-01-01
CON_004397,C_03461,M1,54.14,1,2020-03-15
CON_004398,C_00823,M2,40.48,1,2022-12-24
CON_004399,C_01314,M1,69.33,-1,2022-03-22
CON_004400,C_02138,F2,103.55,1,2021-05-24
CON_004401,C_04148,F2,60.81,1,2020-12-24
CON_004402,C_00544,M2,60.5,1,2020-06-21
CON_004403,C_02883,F2,110.06,1,2022-12-31
CON_004404,C_03448,F1,75.5,0,2020-07-12
CON_004405,C_04933,F1,74.45,1,2020-09-15
CON_004406,C_04487,M1,42.5,-1,2020-10-23
CON_004407,C_02677,M2,78.81,1,2022-10-07
CON_004408,C_03714,M1,75.47,0,2022-06-01
CON_004409,C_00225,F2,56.67,1,2021-07-16
CON_004410,C_00427,M2,119.02,1,2021-12-08
CON_004411,C_01506,M1,107.6,1,2022-07-27
CON_004412,C_03633,M2,93.71,1,2021-05-14
CON_004413,C_01115,M2,71.42,1,2022-12-08
CON_004414,C_00026,M1,63.52,1,2023-03-11
CON_004415,C_03283,M2,34.41,1,2022-07-27
CON_004416,C_01640,F2,47.1,1,2020-03-24
CON_004417,C_02504,F1,96.27,1,2020-06-05
CON_004418,C_02571,F1,62.64,1,2021-10-30
CON_004419,C_04718,M2,107.64,1,2022-02-02
CON_004420,C_00674,F1,30.53,1,2020-03-19
CON_004421,C_00908,M2,68.38,1,2020-10-27
CON_004422,C_01293,M1,82.93,-1,2020-07-26
CON_004423,C_02045,F2,69.27,1,2022-02-21
CON_004424,C_04231,F1,108.37,-1,2022-11-15
CON_004425,C_01066,M1,118.9,1,2020-06-10
CON_004426,C_04867,F2,27.16,1,2021-11-22
CON_004427,C_03362,F1,28.65,1,2021-09-10
CON_004428,C_02617,F1,28.68,1,2022-05-15
CON_004429,C_03699,F2,86.52,1,2022-03-31
CON_004430,C_03919,M1,54.13,1,2020-02-15
CON_004431,C_01094,M1,92.0,1,2021-01-11
CON_004432,C_02136,F1,57.57,-1,2021-06-10
CON_004433,C_01422,F2,80.9,-1,2020-06-11
CON_004434,C_04859,M1,95.84,1,2022-06-06
CON_004435,C_02684,F2,72.56,1,2020-08-26
CON_004436,C_02309,F2,71.65,1,2021-01-27
CON_004437,C_01628,F1,24.26,1,2023-03-15
CON_004438,C_00692,F2,58.13,1,2021-06-18
CON_004439,C_03396,F2,72.31,1,2021-09-12
CON_004440,C_03012,M2,63.51,0,2022-11-18
CON_004441,C_01491,F2,109.58,1,2023-01-09
CON_004442,C_03224,M1,110.19,1,2021-05-14
CON_004443,C_03092,F1,101.3,0,2020-04-10
CON_004444,C_04673,F1,54.41,1,2022-02-05
CON_004445,C_01839,F2,90.32,1,2023-03-20
CON_004446,C_00170,F2,56.51,1,2022-08-26
CON_004447,C_00189,M1,39.42,1,2021-03-16
CON_004448,C_04576,M2,51.0,1,2022-06-13
CON_004449,C_01874,F1,22.45,1,2021-07-16
CON_004450,C_00729,M2,49.84,1,2021-01-15
CON_004451,C_03789,M1,63.38,0,2021-07-20
CON_004452,C_01625,F1,115.33,1,2022-10-24
CON_004453,C_02145,M1,47.91,1,2020-04-03
CON_004454,C_01383,F2,109.76,1,2022-03-27
CON_004455,C_00408,M1,39.03,-1,2021-01-06
CON_004456,C_03286,F2,35.05,1,2021-08-06
CON_004457,C_03514,M2,69.49,1,2021-07-12
CON_004458,C_04919,F1,85.61,-1,2020-01-11
CON_004459,C_02132,F1,19.65,-1,2022-04-13
CON_004460,C_01223,M2,38.21,1,2021-02-28
CON_004461,C_00730,F2,62.85,1,2020-02-08
CON_004462,C_03015,F1,49.76,1,2022-04-28
CON_004463,C_01394,M1,89.83,1,2020-09-22
CON_004464,C_04647,F2,68.67,1,2021-07-16
CON_004465,C_00962,F1,31.84,1,2021-06-30
CON_004466,C_00116,M1,108.92,1,2022-08-05
CON_004467,C_04308,M1,45.76,1,2021-10-13
CON_004468,C_03565,F1,91.77,-1,2020-07-17
CON_004469,C_03717,M2,96.89,1,2021-03-29
CON_004470,C_04049,M2,116.13,1,2021-04-05
CON_004471,C_00971,F1,67.34,-1,2020-02-07
CON_004472,C_01839,M1,79.66,1,2021-10-26
CON_004473,C_01665,M2,50.16,1,2021-03-28
CON_004474,C_01561,M2,86.21,1,2020-05-10
CON_004475,C_02181,M2,63.66,1,2021-08-12
CON_004476,C_02359,F2,60.95,1,2022-08-01
CON_004477,C_04049,M2,104.82,1,2022-05-11
CON_004478,C_03130,F1,20.27,1,2021-11-04
CON_004479,C_01067,F1,107.61,1,2023-01-13
CON_004480,C_03534,F2,104.47,1,2022-03-07
CON_004481,C_01693,F2,68.17,1,2022-09-01
CON_004482,C_04916,F1,66.47,1,2023-02-16
CON_004483,C_01766,F2,52.99,1,2020-01-26
CON_004484,C_02319,M2,119.39,-1,2021-12-03
CON_004485,C_01552,M1,26.67,1,2021-11-28
CON_004486,C_03427,M1,76.97,1,2021-10-16
CON_004487,C_01478,M1,86.58,1,2021-12-10
CON_004488,C_03347,F1,113.1,1,2022-06-29
CON_004489,C_01196,F2,96.92,1,2020-11-06
CON_004490,C_00236,M1,82.6,1,2022-08-04
CON_004491,C_02378,M2,27.27,1,2022-10-18
CON_004492,C_02145,M2,54.24,1,2021-03-07
CON_004493,C_01930,M2,29.58,1,2022-12-26
CON_004494,C_03695,F2,107.53,1,2020-12-14
CON_004495,C_02035,M1,93.71,1,2022-03-09
CON_004496,C_03029,M2,94.54,1,2021-06-07
CON_004497,C_04776,F2,83.49,-1,2022-04-05
CON_004498,C_03754,M2,68.24,1,2020-03-07
CON_004499,C_00703,M1,30.75,-1,2023-03-16
CON_004500,C_00085,M1,49.62,1,2020-06-09
CON_004501,C_03842,M1,29.38,1,2022-09-23
CON_004502,C_01092,M1,91.12,1,2023-02-23
CON_004503,C_02649,M1,31.82,1,2021-12-08
CON_004504,C_03257,M2,88.72,1,2020-06-19
CON_004505,C_01739,M1,87.69,1,2021-03-01
CON_004506,C_03142,M2,63.23,1,2022-12-20
CON_004507,C_03468,M1,29.2,1,2022-01-26
CON_004508,C_04893,M2,48.05,1,2021-09-14
CON_004509,C_02100,M1,48.61,0,2021-08-20
CON_004510,C_00599,M2,88.54,1,2021-10-07
CON_004511,C_00781,M1,26.94,1,2022-07-13
CON_004512,C_04563,F2,102.05,1,2022-08-15
CON_004513,C_00482,M2,94.91,-1,2020-03-01
CON_004514,C_00427,F2,34.56,1,2020-11-15
CON_004515,C_02727,M2,90.51,1,2023-04-12
CON_004516,C_01924,M2,85.19,1,2020-12-07
CON_004517,C_03858,M2,93.55,1,2021-12-21
CON_004518,C_02903,F1,34.84,1,2023-03-02
CON_004519,C_04968,M1,31.55,1,2022-06-02
CON_004520,C_04901,F2,39.83,1,2022-04-30
CON_004521,C_00373,F2,53.42,1,2020-02-17
CON_004522,C_00044,M2,98.33,1,2021-08-04
CON_004523,C_02078,F2,92.48,1,2023-02-13
CON_004524,C_04134,F2,112.17,1,2022-10-02
CON_004525,C_03121,F2,21.16,1,2021-04-25
CON_004526,C_02479,F2,16.21,-1,2022-02-07
CON_004527,C_03234,F1,88.41,1,2023-01-05
CON_004528,C_03039,M2,44.33,1,2020-09-26
CON_004529,C_01084,F2,50.08,1,2022-02-14
CON_004530,C_04584,F1,72.41,1,2020-09-09
CON_004531,C_00337,F1,25.75,1,2020-07-17
CON_004532,C_04756,M2,82.48,1,2022-03-21
CON_004533,C_01470,M1,49.14,1,2021-03-23
CON_004534,C_02133,M1,81.44,1,2021-03-08
CON_004535,C_01392,M1,102.57,0,2020-08-14
CON_004536,C_04127,F2,32.97,1,2023-03-14
CON_004537,C_04038,M2,112.74,1,2021-08-15
CON_004538,C_02779,M1,70.72,1,2020-12-31
CON_004539,C_03835,F2,111.91,1,2020-11-21
CON_004540,C_01081,M2,36.81,1,2022-04-01
CON_004541,C_00735,F2,78.48,1,2023-01-31
CON_004542,C_02600,M1,57.41,-1,2022-04-16
CON_004543,C_04346,M1,96.29,1,2021-12-21
CON_004544,C_03547,F1,78.62,1,2021-03-21
CON_004545,C_01162,F1,66.92,1,2022-05-06
CON_004546,C_02134,M2,110.86,1,2021-07-25
CON_004547,C_00958,F2,54.6,-1,2021-10-16
CON_004548,C_02567,F2,38.1,1,2022-01-13
CON_004549,C_00362,M1,78.85,1,2020-08-04
CON_004550,C_01048,M1,80.52,1,2021-10-12
CON_004551,C_04090,M2,61.1,1,2022-10-25
CON_004552,C_02302,F1,66.09,1,2023-01-01
CON_004553,C_02954,M1,115.75,1,2022-12-26
CON_004554,C_03524,F2,91.93,1,2022-03-14
CON_004555,C_02318,M1,26.61,1,2021-04-06
CON_004556,C_02157,F1,37.27,1,2022-04-07
CON_004557,C_02161,F2,117.44,1,2022-10-10
CON_004558,C_04236,F1,91.28,-1,2022-08-08
CON_004559,C_02565,M2,111.08,1,2021-08-09
CON_004560,C_03570,M2,46.91,-1,2022-07-09
CON_004561,C_01352,F1,92.9,1,2020-11-17
CON_004562,C_02585,F2,89.97,1,2020-12-29
CON_004563,C_04025,F1,45.94,1,2022-03-30
CON_004564,C_01240,M1,72.84,1,2021-08-13
CON_004565,C_04553,M1,80.88,1,2020-01-07
CON_004566,C_03605,F1,65.52,1,2022-12-26
CON_004567,C_00436,M1,101.85,1,2021-11-15
CON_004568,C_01548,F1,102.45,1,2022-08-08
CON_004569,C_01218,M1,104.31,1,2020-12-18
CON_004570,C_00448,F1,99.36,-1,2020-07-20
CON_004571,C_01884,M1,66.25,1,2022-02-24
CON_004572,C_01501,F2,55.05,1,2023-04-03
CON_004573,C_00294,F2,102.29,1,2022-05-06
CON_004574,C_03853,M1,66.47,1,2022-05-06
CON_004575,C_02132,F1,40.87,1,2022-04-20
CON_004576,C_01340,M1,68.27,1,2021-01-21
CON_004577,C_03827,M2,29.89,1,2020-02-29
CON_004578,C_03576,M2,87.62,1,2021-04-04
CON_004579,C_00951,F1,50.27,1,2020-10-10
CON_004580,C_04055,M1,42.37,1,2022-10-27
CON_004581,C_00335,M1,115.43,1,2020-06-13
CON_004582,C_03617,F2,96.57,1,2023-03-14
CON_004583,C_02921,F1,97.64,1,2022-04-17
CON_004584,C_04595,M2,80.49,1,2020-02-16
CON_004585,C_03975,M2,103.11,1,2021-10-27
CON_004586,C_03750,F1,94.71,1,2021-05-26
CON_004587,C_04039,M2,77.87,-1,2020-12-06
CON_004588,C_00922,F1,115.92,1,2023-03-11
CON_004589,C_01213,M2,35.12,-1,2022-08-24
CON_004590,C_01013,M2,114.05,-1,2020-07-05
CON_004591,C_02864,F1,57.15,1,2022-01-28
CON_004592,C_00767,F1,70.48,1,2020-02-16
CON_004593,C_01669,M2,27.89,1,2022-03-08
CON_004594,C_02328,M2,71.71,1,2023-02-04
CON_004595,C_01480,F2,79.18,0,2022-11-13
CON_004596,C_01379,M1,119.76,1,2021-01-30
CON_004597,C_04168,F1,117.4,-1,2020-11-26
CON_004598,C_02235,F1,116.47,1,2022-07-26
CON_004599,C_04615,M1,51.58,1,2022-01-25
CON_004600,C_04798,F2,119.08,1,2021-05-05
CON_004601,C_01740,M2,62.83,1,2020-12-24
CON_004602,C_04781,M2,104.44,1,2022-08-25
CON_004603,C_00034,F2,37.71,1,2021-02-13
CON_004604,C_04310,F2,68.11,-1,2021-10-22
CON_004605,C_04676,M1,116.43,1,2020-09-28
CON_004606,C_01480,M1,114.44,0,2021-08-23
CON_004607,C_03412,M2,86.79,0,2020-05-12
CON_004608,C_00630,F2,98.77,1,2020-03-04
CON_004609,C_02017,F2,33.52,1,2021-02-27
CON_004610,C_04081,M2,90.77,1,2023-03-28
CON_004611,C_00773,M2,79.9,1,2022-08-02
CON_004612,C_02693,M2,24.61,1,2022-07-29
CON_004613,C_00213,M2,26.88,1,2021-05-16
CON_004614,C_02329,M2,26.39,-1,2022-06-27
CON_004615,C_01000,M1,91.06,1,2021-05-10
CON_004616,C_03230,M2,29.88,1,2020-12-28
CON_004617,C_03061,F2,64.11,0,2022-08-02
CON_004618,C_04837,F1,52.48,1,2022-10-21
CON_004619,C_00869,M1,72.8,1,2020-08-15
CON_004620,C_02651,F2,89.18,1,2021-11-09
CON_004621,C_01260,F1,86.9,1,2020-11-22
CON_004622,C_00237,M1,69.13,1,2021-05-16
CON_004623,C_00665,M2,63.76,-1,2022-08-04
CON_004624,C_03771,M1,56.77,1,2020-05-23
CON_004625,C_03931,M2,105.5,1,2020-01-15
CON_004626,C_03720,M2,49.74,1,2020-03-07
CON_004627,C_02207,M2,42.23,1,2022-04-12
CON_004628,C_04868,F1,93.05,-1,2022-11-30
CON_004629,C_00048,M1,52.78,1,2022-08-20
CON_004630,C_02699,M2,103.93,1,2022-02-28
CON_004631,C_00360,F2,49.43,-1,2020-05-24
CON_004632,C_03712,M1,88.7,1,2022-05-04
CON_004633,C_02662,F2,19.74,1,2021-06-16
CON_004634,C_04663,F1,55.48,1,2023-01-05
CON_004635,C_01060,F1,51.04,1,2020-09-04
CON_004636,C_01732,M1,100.75,1,2022-12-29
CON_004637,C_00399,F1,116.54,1,2020-02-18
CON_004638,C_02318,F1,63.39,1,2022-06-17
CON_004639,C_02648,M1,101.61,1,2022-09-11
CON_004640,C_00455,F2,88.47,0,2020-05-02
CON_004641,C_00580,M2,116.58,1,2021-08-22
CON_004642,C_04483,M1,100.17,1,2022-03-26
CON_004643,C_04934,M1,23.14,0,2020-03-22
CON_004644,C_03125,M2,89.89,1,2022-01-14
CON_004645,C_00759,F2,71.23,1,2022-03-29
CON_004646,C_03268,M2,16.73,1,2022-11-13
CON_004647,C_02091,M2,41.39,0,2022-06-20
CON_004648,C_01459,F2,111.78,-1,2022-05-27
CON_004649,C_01967,F2,112.24,1,2020-09-11
CON_004650,C_03268,M2,98.88,-1,2020-07-31
CON_004651,C_00731,M2,118.09,1,2020-10-25
CON_004652,C_00169,M1,99.69,0,2021-06-21
CON_004653,C_01706,F2,16.07,1,2023-04-02
CON_004654,C_01335,F1,45.22,1,2020-08-16
CON_004655,C_03183,F2,18.22,1,2020-12-12
CON_004656,C_03297,M2,24.88,1,2022-01-20
CON_004657,C_02335,M2,37.98,1,2022-04-25
CON_004658,C_01263,M2,67.87,1,2021-11-26
CON_004659,C_00988,M2,103.99,1,2020-10-17
CON_004660,C_02446,F1,105.51,1,2021-05-12
CON_004661,C_04022,F2,79.7,1,2022-09-15
CON_004662,C_03542,F1,112.46,1,2021-03-06
CON_004663,C_02541,F1,67.51,1,2021-06-25
CON_004664,C_04944,M2,108.35,-1,2020-07-17
CON_004665,C_01076,F1,62.68,1,2021-11-06
CON_004666,C_02942,M2,44.11,1,2020-05-31
CON_004667,C_00788,M2,111.22,-1,2022-07-27
CON_004668,C_03011,M2,55.73,1,2022-10-03
CON_004669,C_04200,F1,67.86,1,2021-05-16
CON_004670,C_01638,M2,49.53,1,2021-06-16
CON_004671,C_04011,F1,84.6,1,2021-12-02
CON_004672,C_03650,F2,119.48,1,2021-08-27
CON_004673,C_03180,M2,17.68,1,2022-06-29
CON_004674,C_03903,M1,109.48,1,2021-11-08
CON_004675,C_02200,M1,15.41,1,2022-07-11
CON_004676,C_04613,M1,53.24,1,2021-06-12
CON_004677,C_04918,M1,32.7,1,2023-03-09
CON_004678,C_03466,M1,94.52,1,2021-07-17
CON_004679,C_00740,F1,20.31,1,2020-03-14
CON_004680,C_03462,F2,73.12,-1,2020-10-13
CON_004681,C_03017,F1,45.97,1,2020-10-30
CON_004682,C_01527,M2,29.04,-1,2022-12-04
CON_004683,C_03557,F2,96.04,0,2021-08-13
CON_004684,C_03490,F2,37.83,1,2020-02-23
CON_004685,C_00762,F2,38.49,1,2021-03-28
CON_004686,C_00332,F2,43.88,1,2022-01-29
CON_004687,C_04206,M1,76.61,-1,2023-02-28
CON_004688,C_02800,M2,84.26,1,2022-01-12
CON_004689,C_03798,F2,16.85,1,2021-08-19
CON_004690,C_01837,F2,40.4,1,2021-09-20
CON_004691,C_01271,M1,60.25,1,2020-11-20
CON_004692,C_04058,F1,49.86,1,2023-03-08
CON_004693,C_04320,F1,107.84,-1,2021-09-16
CON_004694,C_04299,F1,97.71,1,2022-08-31
CON_004695,C_00688,M2,80.72,-1,2022-06-19
CON_004696,C_02382,F1,50.49,1,2021-08-26
CON_004697,C_03836,F2,88.57,1,2020-11-12
CON_004698,C_03583,M1,103.58,1,2020-09-20
CON_004699,C_00649,M1,77.46,1,2020-10-27
CON_004700,C_03913,F1,97.37,1,2021-08-21
CON_004701,C_02461,M1,93.66,1,2022-02-25
CON_004702,C_01218,F2,75.03,1,2021-06-10
CON_004703,C_01047,F1,47.78,1,2021-04-11
CON_004704,C_02461,F2,93.31,1,2020-02-27
CON_004705,C_02037,M2,36.71,1,2021-03-09
CON_004706,C_04286,F2,96.85,1,2023-04-09
CON_004707,C_03504,F2,99.48,1,2021-09-12
CON_004708,C_02421,F2,101.33,1,2020-10-30
CON_004709,C_04658,F2,64.66,1,2023-04-11
CON_004710,C_00391,M2,35.21,1,2020-01-25
CON_004711,C_04514,F1,25.47,1,2021-06-15
CON_004712,C_00627,F2,93.05,1,2022-01-15
CON_004713,C_00370,F1,108.06,1,2022-11-07
CON_004714,C_04206,M1,83.34,1,2022-11-24
CON_004715,C_00882,F2,30.14,1,2022-04-11
CON_004716,C_04184,F2,113.16,1,2022-09-03
CON_004717,C_03481,M1,118.86,1,2020-12-14
CON_004718,C_03384,F1,60.5,1,2021-12-05
CON_004719,C_00775,M2,77.46,1,2020-11-15
CON_004720,C_03807,F2,96.61,1,2022-10-23
CON_004721,C_04657,M1,92.32,1,2021-10-05
CON_004722,C_02076,M1,116.62,1,2022-12-07
CON_004723,C_02912,F2,27.06,1,2022-02-05
CON_004724,C_02088,F1,75.98,1,2022-02-13
CON_004725,C_04797,F1,87.65,1,2022-09-20
CON_004726,C_00670,F2,108.46,1,2020-12-12
CON_004727,C_04125,M1,106.78,1,2022-12-11
CON_004728,C_00134,F2,117.69,0,2022-09-14
CON_004729,C_00934,M2,68.77,-1,2020-12-25
CON_004730,C_03792,M2,102.23,1,2022-09-18
CON_004731,C_01471,F1,59.86,0,2022-02-16
CON_004732,C_01493,M2,59.34,1,2020-01-30
CON_004733,C_03220,M1,41.6,1,2020-05-12
CON_004734,C_00371,M2,100.91,1,2021-12-02
CON_004735,C_00683,F2,118.51,1,2021-04-05
CON_004736,C_03410,M1,41.92,1,2021-09-25
CON_004737,C_02439,F1,20.89,1,2021-02-26
CON_004738,C_02572,F1,100.63,1,2021-04-04
CON_004739,C_04811,M2,80.12,1,2020-11-03
CON_004740,C_03728,F1,115.77,1,2021-07-23
CON_004741,C_03686,F2,41.49,1,2020-09-01
CON_004742,C_02172,M1,22.46,1,2021-02-07
CON_004743,C_02797,F2,66.71,1,2021-12-31
CON_004744,C_01534,F2,23.97,1,2022-10-18
CON_004745,C_01730,F2,42.49,1,2022-07-29
CON_004746,C_01517,F2,28.23,1,2023-03-12
CON_004747,C_00641,M1,38.53,1,2020-01-25
CON_004748,C_04949,M1,26.15,1,2022-12-09
CON_004749,C_02125,F2,115.16,1,2021-04-12
CON_004750,C_00872,F2,44.25,1,2021-02-18
CON_004751,C_03554,F1,61.61,1,2022-01-14
CON_004752,C_04378,F1,109.35,1,2020-03-08
CON_004753,C_00147,M1,86.12,1,2022-03-27
CON_004754,C_00048,F1,79.89,0,2020-07-21
CON_004755,C_03236,M1,89.08,1,2021-11-05
CON_004756,C_00956,M1,102.03,1,2022-11-05
CON_004757,C_00109,M2,107.16,1,2020-05-17
CON_004758,C_01407,M1,82.48,1,2021-07-09
CON_004759,C_03909,F1,108.45,1,2023-02-07
CON_004760,C_03770,M2,71.22,1,2022-12-31
CON_004761,C_03319,F1,44.12,1,2023-01-06
CON_004762,C_04931,M1,107.41,1,2020-06-11
CON_004763,C_03988,M1,71.85,1,2020-04-24
CON_004764,C_02481,F2,110.14,1,2022-07-03
CON_004765,C_02956,M1,19.22,1,2023-03-06
CON_004766,C_03236,M2,56.74,1,2022-12-06
CON_004767,C_02480,M1,114.52,1,2021-05-22
CON_004768,C_00718,F2,41.21,1,2021-05-16
CON_004769,C_01025,M1,113.86,1,2021-06-08
CON_004770,C_01107,M1,115.16,1,2021-01-09
CON_004771,C_00114,M1,107.62,1,2021-05-16
CON_004772,C_01564,F2,74.19,1,2021-04-12
CON_004773,C_00917,F1,82.93,1,2022-07-23
CON_004774,C_00131,M1,106.31,1,2020-12-29
CON_004775,C_01542,M2,96.47,-1,2020-03-23
CON_004776,C_00220,F2,81.16,1,2021-06-28
CON_004777,C_01715,M2,118.14,1,2023-02-04
CON_004778,C_03942,M1,87.0,1,2021-07-22
CON_004779,C_01190,F2,117.43,1,2020-07-06
CON_004780,C_01981,M1,21.03,1,2021-01-24
CON_004781,C_03570,M2,29.59,1,2020-05-10
CON_004782,C_04413,F2,62.4,1,2020-09-28
CON_004783,C_01564,F1,55.41,1,2022-12-06
CON_004784,C_00706,F1,97.19,-1,2021-09-12
CON_004785,C_02466,F1,31.86,1,2020-05-04
CON_004786,C_03797,M1,117.49,1,2021-03-01
CON_004787,C_01214,F2,48.08,1,2021-04-11
CON_004788,C_03883,M2,60.04,1,2021-05-14
CON_004789,C_03457,M2,43.85,0,2023-04-14
CON_004790,C_00179,M1,75.83,1,2023-04-05
CON_004791,C_00955,M1,21.16,0,2022-09-04
CON_004792,C_01361,M2,30.72,1,2022-08-08
CON_004793,C_01249,F2,93.31,1,2020-07-20
CON_004794,C_03648,M1,34.58,1,2023-01-04
CON_004795,C_03974,F2,39.73,1,2020-04-14
CON_004796,C_03863,M2,98.26,1,2021-10-15
CON_004797,C_00161,F2,24.8,1,2020-05-29
CON_004798,C_03683,F1,60.93,1,2021-02-06
CON_004799,C_04795,M2,17.42,0,2022-09-06
CON_004800,C_01988,F1,51.41,1,2020-08-26
CON_004801,C_01650,M2,88.39,1,2022-06-24
CON_004802,C_02416,F1,24.46,1,2020-06-19
CON_004803,C_04665,F2,108.28,-1,2022-09-01
CON_004804,C_03210,M2,110.5,1,2021-02-08
CON_004805,C_00418,M2,26.02,1,2020-07-23
CON_004806,C_02735,F1,119.03,1,2023-01-15
CON_004807,C_00065,F2,46.24,1,2021-03-16
CON_004808,C_00842,M2,23.83,1,2022-09-24
CON_004809,C_03538,M1,15.53,1,2021-09-06
CON_004810,C_03406,F1,57.89,0,2023-03-11
CON_004811,C_04061,M2,81.13,1,2020-01-20
CON_004812,C_04741,F2,49.88,1,2023-04-06
CON_004813,C_04882,F2,102.86,1,2022-05-30
CON_004814,C_04541,F2,90.24,1,2020-08-16
CON_004815,C_02383,F2,51.77,1,2022-06-25
CON_004816,C_00304,F1,92.1,-1,2021-02-02
CON_004817,C_03994,M2,113.75,-1,2022-07-23
CON_004818,C_03275,F1,24.78,-1,2020-01-02
CON_004819,C_03983,F1,47.14,0,2021-05-30
CON_004820,C_04206,F2,63.65,1,2022-04-13
CON_004821,C_04842,M1,67.29,1,2021-07-08
CON_004822,C_03997,F2,71.93,1,2022-10-05
CON_004823,C_01900,M1,46.57,1,2020-12-27
CON_004824,C_00498,F1,85.06,1,2021-11-04
CON_004825,C_04328,F2,82.73,1,2022-11-04
CON_004826,C_00156,F2,75.67,1,2022-09-16
CON_004827,C_03458,F1,26.94,1,2022-11-19
CON_004828,C_04722,F2,65.08,-1,2021-08-04
CON_004829,C_02588,M2,52.4,0,2021-09-05
CON_004830,C_04533,M1,66.56,1,2021-06-25
CON_004831,C_00521,M1,111.8,1,2022-12-25
CON_004832,C_02195,M1,65.46,0,2021-05-24
CON_004833,C_03418,F2,16.47,0,2021-11-29
